loop_ms,infer_ms
9.930,8.765
9.930,8.452
10.125,8.519
10.515,9.209
9.128,8.112
9.301,8.366
9.158,8.163
9.111,7.898
30.097,29.210
8.975,7.746
9.458,7.943
13.024,12.138
9.210,8.221
9.951,8.884
9.162,8.021
12.688,11.237
9.489,8.026
12.003,11.027
28.282,26.936
8.824,7.809
9.124,7.940
10.291,8.665
11.023,10.085
9.937,8.978
9.972,9.003
9.184,8.206
10.441,9.115
10.391,9.172
29.111,28.185
9.181,7.827
9.088,8.075
9.210,8.101
9.105,8.195
9.471,8.568
8.638,7.727
8.990,8.000
9.411,8.405
9.367,7.862
28.755,27.800
8.614,7.728
10.406,8.660
9.435,8.179
10.443,9.109
9.649,8.482
10.259,8.566
10.680,9.117
11.724,9.835
10.676,9.619
29.976,29.014
9.059,7.591
10.531,8.629
10.846,9.394
10.684,9.729
10.056,8.901
9.679,8.318
9.915,8.948
10.400,9.061
9.409,8.055
30.436,29.545
8.788,7.509
9.575,8.369
10.328,8.869
9.352,8.167
10.323,9.287
9.192,8.156
9.600,8.305
9.125,7.967
9.753,8.363
35.147,33.847
13.642,12.053
10.494,9.516
11.213,10.243
11.787,10.822
10.360,8.885
10.267,8.741
12.571,11.661
9.621,8.683
10.743,9.705
28.855,27.877
8.654,7.707
9.633,8.207
9.065,7.920
10.772,9.736
9.325,8.200
9.495,8.487
9.426,8.271
10.877,9.423
9.014,7.549
29.761,28.852
9.157,8.179
9.597,8.509
9.128,8.089
9.936,8.773
10.072,9.164
9.635,8.707
9.098,8.036
10.844,9.751
9.265,8.239
33.065,32.098
9.862,8.151
10.821,9.339
10.279,8.688
10.538,9.502
9.985,8.833
8.735,7.683
10.009,8.458
9.622,8.200
10.845,9.750
30.283,29.335
8.786,7.651
10.006,8.975
9.158,8.139
10.506,9.576
9.176,8.218
9.824,8.263
9.303,8.259
11.346,9.398
9.128,8.076
29.989,29.086
9.415,8.177
9.475,8.040
9.869,8.929
9.338,8.366
10.613,9.717
9.026,8.028
9.230,8.136
9.855,8.578
9.116,8.129
33.326,32.412
9.561,8.088
9.546,8.562
12.584,11.665
9.477,8.471
10.257,9.220
9.032,7.999
13.061,12.054
9.286,8.022
10.174,9.216
29.832,29.004
8.807,7.918
9.546,8.234
9.083,8.242
10.318,9.475
9.719,8.875
9.178,8.310
8.797,7.955
10.384,9.116
10.029,8.931
29.670,28.826
8.493,7.454
9.705,8.461
9.950,9.057
9.916,8.876
10.360,9.406
8.859,8.026
9.320,8.450
9.300,8.216
8.544,7.673
29.858,29.013
11.609,8.412
10.724,9.312
11.788,10.190
11.121,9.721
11.720,10.268
10.751,9.224
11.762,10.294
11.068,9.817
10.034,9.022
38.818,37.838
17.089,16.004
16.760,15.671
17.031,15.844
17.295,16.277
17.508,16.471
17.064,16.040
17.395,16.469
16.610,15.645
16.820,15.860
28.368,27.439
9.053,7.991
9.326,8.003
9.287,8.265
8.828,7.869
9.990,8.790
6.773,5.661
6.861,5.650
6.943,5.736
6.931,5.825
25.277,24.333
6.698,5.799
7.101,5.991
7.556,5.820
6.795,5.847
6.943,6.029
6.939,6.039
7.526,6.188
7.241,6.172
7.237,6.273
24.690,23.720
6.297,5.289
7.599,6.607
6.552,5.458
7.389,6.048
7.127,6.159
6.839,5.902
8.291,6.766
7.393,6.304
7.525,6.291
24.682,23.378
6.560,5.622
6.639,5.718
7.605,6.571
6.808,5.859
7.562,6.379
7.368,6.454
7.310,6.332
7.199,6.104
7.204,6.206
24.380,23.389
7.117,6.052
7.202,5.729
12.250,10.422
8.604,7.120
10.520,9.398
9.704,6.826
9.465,7.728
8.534,6.876
9.561,6.303
26.607,25.571
6.669,5.481
7.700,6.647
6.963,6.011
7.632,6.549
7.582,6.509
7.540,6.082
7.493,6.549
7.410,6.239
7.241,6.301
25.254,24.240
8.287,7.186
6.998,6.009
7.583,6.493
6.459,5.548
8.361,7.336
7.259,6.028
6.933,5.848
7.533,6.036
7.022,5.720
24.695,23.696
7.316,6.320
7.860,6.516
8.126,7.112
8.510,7.428
7.058,5.986
7.271,6.321
7.186,6.246
7.271,6.070
7.056,5.923
26.450,25.526
6.583,5.569
7.472,6.114
7.375,5.921
7.189,6.202
7.706,6.204
7.272,6.054
6.728,5.661
7.202,5.877
8.458,6.815
25.305,24.402
6.289,5.266
7.649,5.944
6.853,5.721
7.664,6.626
7.107,6.223
7.672,6.601
7.199,6.212
6.930,5.936
7.551,6.527
24.751,23.731
7.139,6.089
6.647,5.686
7.410,6.318
7.492,5.951
6.698,5.676
7.529,6.266
7.130,5.944
9.107,6.892
7.687,6.091
25.540,24.342
7.401,6.366
11.366,9.015
7.961,6.149
11.578,9.620
7.629,6.530
10.386,8.971
6.594,5.537
6.599,5.654
7.242,6.277
24.708,23.726
6.776,5.513
7.611,6.672
8.731,7.672
8.965,8.017
8.946,8.001
8.761,7.567
8.650,7.604
8.306,7.387
8.501,7.578
28.150,27.220
8.226,7.308
9.007,7.971
8.479,7.507
9.631,8.011
9.094,7.754
9.487,8.361
8.908,7.716
8.564,7.628
8.475,7.546
28.261,27.247
8.677,7.733
9.053,7.944
8.627,7.712
9.070,7.743
11.353,9.287
10.021,8.817
9.403,8.415
9.031,8.009
8.676,7.764
28.265,27.322
8.434,7.385
8.771,7.711
8.680,7.726
8.465,7.510
8.802,7.656
9.123,8.004
9.093,8.080
8.750,7.838
8.396,7.382
27.749,26.807
8.053,7.102
9.365,8.436
8.408,7.420
8.960,7.813
8.735,7.531
9.469,8.078
8.900,7.800
8.833,7.874
8.777,7.562
29.467,28.254
8.796,7.717
8.664,7.700
9.048,8.105
8.949,7.934
8.754,7.574
9.262,7.732
9.546,8.516
8.977,7.954
8.422,7.463
28.888,27.876
8.457,7.237
9.197,8.149
9.777,8.691
9.561,8.388
9.845,8.347
9.275,7.871
9.507,8.382
9.568,8.579
9.778,8.582
28.544,27.579
9.137,8.123
9.551,8.411
8.685,7.716
9.998,8.407
8.837,7.789
10.361,9.469
11.635,10.650
9.673,8.689
9.833,8.828
28.388,27.429
9.106,7.957
9.077,8.094
9.279,8.328
11.659,10.650
9.262,8.264
9.349,8.232
8.852,7.942
9.013,8.026
9.235,8.234
30.250,29.323
8.480,7.286
9.596,8.198
10.151,9.164
9.182,8.060
9.804,8.423
8.881,7.778
10.051,9.025
9.249,8.144
9.034,8.035
28.759,27.798
9.218,8.236
9.989,8.968
12.711,11.616
9.090,7.984
9.089,8.069
10.357,9.179
11.455,10.434
9.829,8.820
10.211,9.294
28.684,27.646
9.319,8.343
10.631,9.485
8.902,7.799
11.747,10.311
9.644,8.430
10.988,9.107
9.349,8.199
9.631,8.603
9.061,8.074
29.628,28.598
8.560,7.671
8.968,8.023
8.817,7.804
10.233,9.210
9.112,8.150
10.245,9.291
9.262,8.263
9.862,8.760
8.705,7.713
32.414,31.390
8.771,7.680
9.110,8.104
12.646,11.264
9.604,8.597
9.487,8.244
9.100,7.848
11.611,10.440
9.037,7.987
9.543,8.569
30.805,29.884
9.381,8.021
9.113,8.170
8.738,7.819
10.448,9.408
9.337,8.202
9.806,8.673
9.291,8.346
9.764,8.823
9.023,7.968
29.925,28.997
8.733,7.769
12.716,11.762
9.157,8.081
10.236,8.861
9.131,8.127
9.774,8.704
9.299,8.035
9.825,8.703
8.968,7.870
32.774,31.875
9.142,7.880
9.161,8.220
12.616,11.185
9.353,8.028
10.510,9.164
9.671,8.681
11.746,10.769
9.495,8.547
9.384,8.089
31.268,30.334
11.532,10.597
9.620,8.333
11.010,8.919
11.538,10.524
9.702,8.131
9.277,8.179
10.854,9.744
9.679,8.338
9.207,8.187
29.557,28.602
8.378,7.418
9.289,8.133
9.065,7.901
10.100,8.657
9.323,8.060
9.646,8.411
9.135,8.066
10.233,8.637
9.044,7.906
32.674,31.698
9.484,8.164
8.995,7.677
12.772,11.357
9.772,8.788
9.993,8.542
8.977,7.714
11.481,10.146
9.608,8.325
9.450,8.436
29.792,28.836
9.096,7.748
9.787,8.834
9.948,8.837
11.790,10.728
10.209,8.409
9.713,8.372
10.091,8.782
9.939,8.711
9.090,8.079
30.099,29.140
8.625,7.631
9.429,8.445
9.543,8.526
9.276,8.175
9.281,8.277
8.724,7.847
10.155,9.203
8.977,8.018
9.852,8.775
33.142,32.054
9.894,8.569
9.245,8.169
12.096,10.882
10.302,8.996
8.933,8.015
10.106,8.941
11.197,10.272
9.898,8.606
9.643,8.073
31.118,29.776
11.953,10.916
9.175,7.968
10.673,9.232
11.397,10.447
10.065,8.500
9.320,8.277
9.262,8.261
9.567,8.579
8.796,7.802
29.568,28.596
8.602,7.525
9.305,8.328
9.478,8.412
9.116,8.145
10.249,8.879
8.937,7.882
10.196,9.261
9.275,8.241
9.386,8.013
32.784,31.846
10.115,9.030
9.864,8.442
11.769,10.412
9.517,8.352
9.295,8.063
8.655,7.746
10.477,9.530
9.506,8.422
9.701,8.579
28.740,27.653
8.627,7.672
9.495,8.534
9.277,8.019
11.964,10.790
9.164,8.043
9.819,8.823
8.898,7.666
9.455,8.454
9.432,8.370
31.109,30.224
10.142,8.950
12.170,10.711
9.734,8.685
10.536,8.756
8.965,7.945
13.948,12.898
9.130,8.216
8.976,8.067
9.221,8.229
32.730,31.863
8.944,7.880
9.078,7.809
11.511,10.524
9.482,8.250
9.102,8.047
9.882,8.891
10.916,9.975
9.400,8.441
9.462,8.312
31.823,30.804
10.562,9.544
9.125,7.952
8.996,8.013
11.075,10.093
11.177,9.650
9.700,8.582
9.664,8.692
9.351,8.329
9.662,8.544
29.586,28.640
8.663,7.536
8.796,7.853
8.701,7.724
8.781,7.821
9.648,8.452
8.909,7.899
10.104,9.084
8.968,8.026
9.439,8.349
32.361,31.409
10.864,8.667
8.926,7.633
11.066,9.793
10.478,8.979
9.214,7.883
10.256,9.319
10.599,9.689
9.097,8.067
9.690,8.393
31.044,30.023
11.247,10.133
9.868,8.842
9.014,8.064
10.511,9.288
9.206,8.018
10.296,9.339
9.019,7.928
9.187,8.094
8.891,7.782
30.766,29.672
9.035,7.922
9.722,8.716
9.853,8.565
9.371,8.288
10.025,8.714
9.379,8.047
9.487,8.535
9.318,8.215
9.066,8.021
32.883,31.862
9.027,8.001
8.871,8.007
10.398,9.385
9.374,8.164
10.646,9.691
8.591,7.544
10.273,9.118
9.487,8.376
10.264,8.680
31.317,30.318
11.326,10.159
10.134,8.719
9.053,7.870
9.554,8.384
9.795,8.434
9.688,8.670
10.293,9.292
9.000,8.026
8.998,8.021
29.491,28.531
8.450,7.493
12.637,11.640
8.931,7.702
10.736,9.065
8.948,7.868
9.903,8.896
9.523,8.524
9.603,8.692
8.736,7.736
32.417,31.396
9.110,7.958
8.707,7.670
11.451,10.147
9.819,8.568
11.268,9.913
9.157,8.099
10.276,9.168
9.114,7.795
8.887,7.906
29.102,28.148
8.796,7.555
9.687,8.703
9.698,8.615
11.054,9.711
10.464,8.539
9.393,8.411
9.872,8.644
9.325,8.148
9.602,8.287
29.944,28.963
8.563,7.516
12.711,11.565
9.340,8.162
9.957,8.824
8.686,7.681
9.087,8.123
9.569,8.630
8.766,7.851
9.078,7.920
33.270,32.087
9.401,8.186
9.897,8.829
9.409,8.310
10.289,8.989
9.518,8.156
12.174,11.027
10.834,9.618
11.322,10.009
10.867,8.910
34.100,32.978
10.860,9.217
14.005,12.834
10.495,8.975
9.728,8.357
11.087,9.586
9.817,8.296
10.492,9.367
9.092,8.052
10.385,8.782
30.602,29.472
9.048,7.778
12.255,10.900
8.972,7.929
10.589,9.357
8.724,7.639
12.854,11.838
9.417,8.193
10.255,8.889
8.999,7.658
30.728,29.724
9.721,8.447
8.805,7.864
10.804,9.736
9.416,8.385
9.133,8.186
10.044,9.091
10.414,9.469
9.679,8.649
8.824,7.885
37.511,36.596
18.250,17.221
19.874,18.843
18.032,16.675
18.069,16.106
15.373,14.387
12.617,11.535
12.678,11.386
12.642,11.704
12.247,11.247
26.163,25.308
6.699,5.721
7.668,6.315
6.661,5.712
7.554,6.538
7.925,6.681
6.819,5.955
7.424,6.472
7.134,6.089
7.371,6.139
24.684,23.694
6.457,5.423
7.804,6.076
6.442,5.560
7.230,6.303
7.158,6.119
6.403,5.575
6.492,5.572
6.990,6.159
6.655,5.829
26.019,24.470
6.489,5.403
6.942,5.689
7.101,5.827
7.419,5.926
7.615,6.560
6.868,5.885
7.003,6.082
7.752,6.542
6.627,5.590
26.918,26.012
6.932,6.059
8.302,7.256
7.427,6.589
7.978,7.038
7.645,6.470
7.153,6.137
9.580,8.258
8.971,7.509
10.889,9.167
35.943,34.729
15.019,14.024
14.581,13.566
13.889,12.866
16.586,15.284
13.460,12.550
12.058,11.147
11.907,11.031
13.181,12.030
11.887,11.009
30.022,29.141
12.036,10.855
12.021,11.163
